voyageid,mjbyptimp,majbyimp,date_dep,mjslptimp,mjselimp,date_end
90467,Gambia,Senegambia and offshore Atlantic,1759-02-14,Charleston,South Carolina,1760-03-03
90485,Benin,Bight of Benin,1758-03-29,Jamaica; port unspecified,Jamaica,1759-11-28
90575,Iles Plantain,Sierra Leone,1758-12-07,Barbados; port unspecified,Barbados,
90579,Calabar,Bight of Biafra and Gulf of Guinea islands,1759-05-23,Basse-Terre,Guadaloupe,1760-04-20
90583,Bonny,Bight of Biafra and Gulf of Guinea islands,1758-08-15,Barbados; port unspecified,Barbados,1759-10-14
90592,Anomabu,Gold Coast,1759-01-11,Jamaica; port unspecified,Jamaica,1760-06-28
90608,Gold Coast; port unspecified,Gold Coast,1758-06-05,Basse-Terre,Guadaloupe,
90631,Bonny,Bight of Biafra and Gulf of Guinea islands,1759-02-06,Basse-Terre,Guadaloupe,1760-07-01
77693,Malembo,West Central Africa and St. Helena,1758-03-06,Jamaica; port unspecified,Jamaica,1762-01-27
77694,Windward Coast; port unspecified,Windward Coast,1758-03-15,Jamaica; port unspecified,Jamaica,1759-09-26
77703,Cape Coast Castle,Gold Coast,1758-07-29,Saint John (Antigua),Antigua,1759-10-23
77704,Saint-Louis,Senegambia and offshore Atlantic,1758-08-15,Barbados; port unspecified,Barbados,1759-09-17
77713,Gambia,Senegambia and offshore Atlantic,1759-02-??,Martinique; port unspecified,Martinique,
77715,Cape Coast Castle,Gold Coast,1759-02-??,Barbados; port unspecified,Barbados,
77716,Iles de Los,Sierra Leone,1759-05-23,Basse-Terre,Guadaloupe,1760-04-26
77720,Africa.; port unspecified,Other Africa,1759-04-11,,,
77731,,,1759-09-25,,,
77732,Africa.; port unspecified,Other Africa,1759-11-06,,,
77735,Africa.; port unspecified,Other Africa,1759-11-27,Americas; port unspecified,Americas,
76241,Cape Coast Castle,Gold Coast,1759-01-??,Basse-Terre,Guadaloupe,1760-01-01
47617,Costa da Mina,Bight of Benin,1759-05-??,Bahia; port unspecified,Bahia,
49244,Costa da Mina,Bight of Benin,,Bahia; port unspecified,Bahia,
28049,Africa.; port unspecified,Other Africa,,Philadelphia,Pennsylvania,
26017,Sierra Leone estuary,Sierra Leone,,Charleston,South Carolina,
26094,Africa.; port unspecified,Other Africa,1759-05-02,Virginia; port unspecified,Virginia,1760-02-??
27057,Africa.; port unspecified,Other Africa,1758-12-06,Hampton,Virginia,1759-11-26
27089,Africa.; port unspecified,Other Africa,,Barbados; port unspecified,Barbados,
8210,Luanda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
8211,Luanda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
17439,Bight of Biafra and Gulf of Guinea Islands; port unspecified,Bight of Biafra and Gulf of Guinea islands,1758-04-21,St. Kitts; port unspecified,St. Kitts,1759-05-19
17440,Cape Coast Castle,Gold Coast,1758-11-28,St. Kitts; port unspecified,St. Kitts,1760-04-22
17441,Bonny,Bight of Biafra and Gulf of Guinea islands,1758-12-04,Virginia; port unspecified,Virginia,1759-11-22
17445,Bonny,Bight of Biafra and Gulf of Guinea islands,1758-12-08,St. Kitts; port unspecified,St. Kitts,1759-09-29
17446,Africa.; port unspecified,Other Africa,1758-05-05,St. Kitts; port unspecified,St. Kitts,1759-05-15
17450,Cape Coast Castle,Gold Coast,1759-07-03,Basse-Terre,Guadaloupe,1760-01-16
17456,Bonny,Bight of Biafra and Gulf of Guinea islands,1759-05-18,Saint John (Antigua),Antigua,1760-02-26
17457,Gold Coast; port unspecified,Gold Coast,1759-04-07,Jamaica; port unspecified,Jamaica,
17459,Cape Coast Castle,Gold Coast,1759-10-01,Martinique; port unspecified,Martinique,
17461,Gold Coast; port unspecified,Gold Coast,1759-01-20,Jamaica; port unspecified,Jamaica,1760-06-27
17462,Africa.; port unspecified,Other Africa,1759-02-03,St. Kitts; port unspecified,St. Kitts,
17463,Gambia,Senegambia and offshore Atlantic,1759-01-03,St. Kitts; port unspecified,St. Kitts,
17464,Africa.; port unspecified,Other Africa,1759-05-03,St. Kitts; port unspecified,St. Kitts,1760-03-22
17466,,,1759-01-20,,,
17470,Bonny,Bight of Biafra and Gulf of Guinea islands,1759-03-21,Saint John (Antigua),Antigua,
17473,Gold Coast; port unspecified,Gold Coast,1759-??-??,Martinique; port unspecified,Martinique,
17429,Bonny,Bight of Biafra and Gulf of Guinea islands,1758-12-20,Charleston,South Carolina,1760-01-28
17432,Malembo,West Central Africa and St. Helena,1758-11-27,Upper James River,Virginia,1759-12-29
17433,Cape Coast Castle,Gold Coast,1758-10-25,Saint John (Antigua),Antigua,
17435,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1758-06-08,Saint John (Antigua),Antigua,1759-06-15
17436,Gambia,Senegambia and offshore Atlantic,1758-09-18,St. Kitts; port unspecified,St. Kitts,1759-11-28
19582,Cacheu,Senegambia and offshore Atlantic,1758-12-20,Maranhão,Amazonia,1759-08-27
19511,Cacheu,Senegambia and offshore Atlantic,1759-05-12,Pará,Amazonia,1760-06-06
10782,Cabinda,West Central Africa and St. Helena,1758-11-15,Suriname,Dutch Guianas,1760-03-15
10872,Malembo,West Central Africa and St. Helena,1758-10-14,Curaçao,Dutch Caribbean,1760-03-19
10927,Africa.; port unspecified,Other Africa,1758-??-??,Hispaniola; unspecified,Hispaniola,1760-10-10
10932,Africa.; port unspecified,Other Africa,1758-01-15,Americas; port unspecified,Americas,1759-06-15
10939,Cape Lahou,Windward Coast,1758-06-24,Suriname,Dutch Guianas,1759-09-10
11001,Africa.; port unspecified,Other Africa,1757-10-15,Americas; port unspecified,Americas,1759-09-15
10390,Malembo,West Central Africa and St. Helena,1758-06-15,Suriname,Dutch Guianas,1759-12-15
10569,Kormantine,Gold Coast,1758-??-??,Suriname,Dutch Guianas,1760-??-??
10579,Gold Coast; port unspecified,Gold Coast,1758-09-15,Suriname,Dutch Guianas,1760-03-15
10583,Malembo,West Central Africa and St. Helena,1758-10-03,Suriname,Dutch Guianas,1759-12-15
10709,Africa.; port unspecified,Other Africa,1757-09-15,Suriname,Dutch Guianas,1759-09-15
9075,Luanda,West Central Africa and St. Helena,1758-12-05,Pará,Amazonia,1759-11-23
11115,Malembo,West Central Africa and St. Helena,1758-06-24,Curaçao,Dutch Caribbean,1759-09-08
11199,Kormantine,Gold Coast,1758-09-15,Suriname,Dutch Guianas,1760-05-15
25800,Gambia,Senegambia and offshore Atlantic,1759-04-01,Lower James River,Virginia,
25013,Gambia,Senegambia and offshore Atlantic,,Saint John (Antigua),Antigua,
25014,Saint-Louis,Senegambia and offshore Atlantic,1758-10-09,New York,New York,
25059,Cape Coast Castle,Gold Coast,,St. Croix,Danish West Indies,
24010,Gambia,Senegambia and offshore Atlantic,1758-12-06,Charleston,South Carolina,
24011,Gambia,Senegambia and offshore Atlantic,1758-12-06,Charleston,South Carolina,
24012,Gambia,Senegambia and offshore Atlantic,1759-01-09,Charleston,South Carolina,
24029,Windward Coast; port unspecified,Windward Coast,1759-02-23,Charleston,South Carolina,
24318,Sierra Leone estuary,Sierra Leone,,Saint John (Antigua),Antigua,
24511,Africa.; port unspecified,Other Africa,1759-??-??,,,
90744,Mano,Sierra Leone,1758-09-02,Freetown,Sierra Leone,
25226,Bance Island (Ben's Island),Sierra Leone,1759-01-14,Barbados; port unspecified,Barbados,
35175,Christiansborg,Gold Coast,1760-??-??,St. Croix,Danish West Indies,
35176,Christiansborg,Gold Coast,1760-??-??,St. Croix,Danish West Indies,
35336,Africa.; port unspecified,Other Africa,,St. Croix,Danish West Indies,
36232,Anomabu,Gold Coast,1759-05-??,St. Croix,Danish West Indies,1760-05-28
36233,Cape Coast Castle,Gold Coast,1759-??-??,Rhode Island; port unspecified,Rhode Island,
36234,Cape Coast Castle,Gold Coast,1759-??-??,Rhode Island; port unspecified,Rhode Island,1760-07-15
36236,Cape Coast Castle,Gold Coast,1760-??-??,St. Kitts; port unspecified,St. Kitts,
41133,Costa da Mina,Bight of Benin,,Rio de Janeiro,Southeast Brazil,
50803,Costa da Mina,Bight of Benin,1758-08-10,Bahia; port unspecified,Bahia,
50804,Costa da Mina,Bight of Benin,1758-08-14,Bahia; port unspecified,Bahia,
50808,Whydah,Bight of Benin,1758-08-19,Bahia; port unspecified,Bahia,
50813,Costa da Mina,Bight of Benin,1758-11-14,Bahia; port unspecified,Bahia,
50815,Costa da Mina,Bight of Benin,1759-04-05,Bahia; port unspecified,Bahia,
50816,Costa da Mina,Bight of Benin,1759-05-01,Bahia; port unspecified,Bahia,
50820,Porto Novo,Bight of Benin,1759-05-28,Bahia; port unspecified,Bahia,
50825,Costa da Mina,Bight of Benin,1759-11-??,Bahia; port unspecified,Bahia,
50827,Badagry,Bight of Benin,1759-11-10,Bahia; port unspecified,Bahia,
50828,Mozambique,Southeast Africa and Indian Ocean islands,1759-11-21,Barbados; port unspecified,Barbados,
50830,Costa da Mina,Bight of Benin,1760-01-26,Bahia; port unspecified,Bahia,
50833,Costa da Mina,Bight of Benin,1760-05-11,Bahia; port unspecified,Bahia,
50835,Costa da Mina,Bight of Benin,1760-05-16,Bahia; port unspecified,Bahia,
50836,Costa da Mina,Bight of Benin,1760-06-12,Bahia; port unspecified,Bahia,
50840,Costa da Mina,Bight of Benin,1760-09-16,Bahia; port unspecified,Bahia,
50842,Costa da Mina,Bight of Benin,1760-11-11,Bahia; port unspecified,Bahia,
48254,Luanda,West Central Africa and St. Helena,1759-11-10,Pernambuco; port unspecified,Pernambuco,
48262,Luanda,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
48263,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
48265,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
48266,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
48268,Luanda,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
48269,Luanda,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
48270,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
48271,Luanda,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
48272,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
48273,Luanda,West Central Africa and St. Helena,,,,
48274,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
48275,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
48276,Luanda,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
48277,Luanda,West Central Africa and St. Helena,,,,
48278,Luanda,West Central Africa and St. Helena,,,,
48658,Mozambique,Southeast Africa and Indian Ocean islands,,Bahia; port unspecified,Bahia,
70021,Africa.; port unspecified,Other Africa,,St. Croix,Danish West Indies,
75934,Cape Coast Castle,Gold Coast,1760-03-01,Barbados; port unspecified,Barbados,1761-07-26
76153,Saint-Louis,Senegambia and offshore Atlantic,1759-12-01,South Potomac,Virginia,1761-10-18
75026,Saint-Louis,Senegambia and offshore Atlantic,1760-04-10,Hampton,Virginia,
90256,Malembo,West Central Africa and St. Helena,1759-09-25,Basse-Terre,Guadaloupe,1760-12-10
90338,Sierra Leone estuary,Sierra Leone,1759-12-24,Rappahannock,Virginia,1760-11-25
90668,Anomabu,Gold Coast,1759-07-23,Charleston,South Carolina,1761-02-14
90669,Bight of Biafra and Gulf of Guinea Islands; port unspecified,Bight of Biafra and Gulf of Guinea islands,1759-06-09,St. Kitts; port unspecified,St. Kitts,1760-05-18
90670,Bonny,Bight of Biafra and Gulf of Guinea islands,1760-07-12,Rappahannock,Virginia,
90685,Bight of Benin; port unspecified,Bight of Benin,1759-02-12,Barbados; port unspecified,Barbados,1760-09-12
90692,Iles de Los,Sierra Leone,1760-07-21,St. Kitts; port unspecified,St. Kitts,1761-05-15
90695,Anomabu,Gold Coast,1759-08-11,Martinique; port unspecified,Martinique,
90707,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1760-09-01,Saint John (Antigua),Antigua,1762-02-23
90708,Popo,Bight of Benin,1758-12-22,Jamaica; port unspecified,Jamaica,1760-07-17
90709,Popo,Bight of Benin,1760-11-29,French Caribbean; colony unspecified,Other French Caribbean,1762-09-09
90711,Gambia,Senegambia and offshore Atlantic,1760-03-15,Basse-Terre,Guadaloupe,1761-06-08
90720,Sierra Leone estuary,Sierra Leone,1759-10-04,St. Kitts; port unspecified,St. Kitts,1760-10-15
90733,Windward + Ivory + Gold + Benin,Other Africa,1760-01-17,Martinique; port unspecified,Martinique,
90735,Calabar,Bight of Biafra and Gulf of Guinea islands,1760-04-28,Saint John (Antigua),Antigua,1761-02-21
90737,Malembo,West Central Africa and St. Helena,1760-06-25,Basse-Terre,Guadaloupe,1762-01-27
90741,Saint-Louis,Senegambia and offshore Atlantic,1759-08-13,Barbados; port unspecified,Barbados,1760-05-18
90742,Saint-Louis,Senegambia and offshore Atlantic,1760-06-06,,,
90748,Whydah,Bight of Benin,1760-09-07,Basse-Terre,Guadaloupe,1762-04-19
90752,Bonny,Bight of Biafra and Gulf of Guinea islands,1760-07-14,Martinique; port unspecified,Martinique,1761-07-26
90778,Gambia,Senegambia and offshore Atlantic,1759-03-24,Barbados; port unspecified,Barbados,1760-08-09
90781,Loango,West Central Africa and St. Helena,1759-08-16,Basse-Terre,Guadaloupe,
90785,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1759-04-30,Jamaica; port unspecified,Jamaica,
90793,Iles de Los,Sierra Leone,1760-06-10,Basse-Terre,Guadaloupe,1761-07-22
90795,Calabar,Bight of Biafra and Gulf of Guinea islands,1759-05-28,Martinique; port unspecified,Martinique,
90796,Iles Plantain,Sierra Leone,1759-05-19,Barbados; port unspecified,Barbados,1760-07-18
90797,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1759-07-31,Jamaica; port unspecified,Jamaica,1760-08-26
90798,Malembo,West Central Africa and St. Helena,1760-10-23,Basse-Terre,Guadaloupe,1762-06-08
90799,Iles de Los,Sierra Leone,1759-05-23,Upper James River,Virginia,1760-10-07
90802,Bonny,Bight of Biafra and Gulf of Guinea islands,1759-06-06,Barbados; port unspecified,Barbados,1760-09-24
90808,Gold Coast; port unspecified,Gold Coast,1759-08-11,Jamaica; port unspecified,Jamaica,1760-10-13
90809,Malembo,West Central Africa and St. Helena,1759-09-24,Jamaica; port unspecified,Jamaica,1761-03-17
90810,Bonny,Bight of Biafra and Gulf of Guinea islands,1759-09-23,Barbados; port unspecified,Barbados,1760-09-24
90812,Loango,West Central Africa and St. Helena,1759-09-01,Charleston,South Carolina,1760-09-03
90813,Windward Coast; port unspecified,Windward Coast,1759-09-25,St. Kitts; port unspecified,St. Kitts,1760-08-15
90814,Windward Coast; port unspecified,Windward Coast,1760-09-09,Basse-Terre,Guadaloupe,1761-07-07
90824,Anomabu,Gold Coast,1759-09-17,Charleston,South Carolina,1760-12-10
90825,Windward Coast; port unspecified,Windward Coast,1760-01-15,St. Kitts; port unspecified,St. Kitts,1760-12-13
90828,Gold Coast; port unspecified,Gold Coast,1759-12-11,Basse-Terre,Guadaloupe,1761-05-21
90830,Loango,West Central Africa and St. Helena,1759-11-23,Basse-Terre,Guadaloupe,1761-02-14
90832,Calabar,Bight of Biafra and Gulf of Guinea islands,1759-11-13,French Caribbean; colony unspecified,Other French Caribbean,
90835,Windward Coast; port unspecified,Windward Coast,1759-11-22,Charleston,South Carolina,1761-04-04
90841,Bonny,Bight of Biafra and Gulf of Guinea islands,1759-12-20,Jamaica; port unspecified,Jamaica,
90843,,,1760-02-07,,,
90847,Gold Coast; port unspecified,Gold Coast,1760-02-11,Martinique; port unspecified,Martinique,
90848,,,1760-02-28,,,
90851,,,1760-11-29,,,
90860,Bonny,Bight of Biafra and Gulf of Guinea islands,1760-03-12,Jamaica; port unspecified,Jamaica,
90866,Saint-Louis,Senegambia and offshore Atlantic,1760-05-06,,,
90869,Bonny,Bight of Biafra and Gulf of Guinea islands,1760-06-13,Basse-Terre,Guadaloupe,1761-07-22
90872,Windward Coast; port unspecified,Windward Coast,1760-07-09,Basse-Terre,Guadaloupe,1761-09-15
90875,Bassa,Windward Coast,1760-05-22,Martinique; port unspecified,Martinique,
90882,Windward Coast; port unspecified,Windward Coast,1760-08-15,,,
90892,Cameroons,Bight of Biafra and Gulf of Guinea islands,1760-09-23,,,
90904,Gambia,Senegambia and offshore Atlantic,1760-11-28,Cayenne,French Guiana,
90911,Malembo,West Central Africa and St. Helena,1760-12-22,St. Kitts; port unspecified,St. Kitts,1762-04-12
90521,Bonny,Bight of Biafra and Gulf of Guinea islands,1760-03-08,Basse-Terre,Guadaloupe,1760-12-12
90546,Anomabu,Gold Coast,1759-08-14,Basse-Terre,Guadaloupe,1761-04-28
90559,Windward Coast; port unspecified,Windward Coast,1759-01-19,Barbados; port unspecified,Barbados,1760-09-22
90580,Calabar,Bight of Biafra and Gulf of Guinea islands,1760-07-21,,,
90584,Bonny,Bight of Biafra and Gulf of Guinea islands,1760-06-14,Saint John (Antigua),Antigua,1761-06-28
90616,Windward Coast; port unspecified,Windward Coast,1759-10-25,Montserrat; port unspecified,Montserrat,1760-07-18
90622,Gambia,Senegambia and offshore Atlantic,1759-12-22,Martinique; port unspecified,Martinique,
90648,Gold Coast; port unspecified,Gold Coast,1759-10-03,Charleston,South Carolina,
77834,Saint-Louis,Senegambia and offshore Atlantic,1759-07-12,Charleston,South Carolina,
77714,Saint-Louis,Senegambia and offshore Atlantic,1759-08-11,North Carolina; port unspecified,North Carolina,1760-10-13
77722,Saint-Louis,Senegambia and offshore Atlantic,1759-05-17,Charleston,South Carolina,1760-05-24
77723,Bance Island (Ben's Island),Sierra Leone,1759-05-22,Charleston,South Carolina,
77725,Africa.; port unspecified,Other Africa,1759-05-26,Potomac river,Virginia,
77734,Africa.; port unspecified,Other Africa,1759-11-15,Tortola; port unspecified,Tortola,1760-09-02
77737,,,1760-02-21,,,
77745,Gambia,Senegambia and offshore Atlantic,1760-03-29,Martinique; port unspecified,Martinique,
77747,Saint-Louis,Senegambia and offshore Atlantic,1760-06-08,Barbados; port unspecified,Barbados,
76259,Gambia,Senegambia and offshore Atlantic,1760-??-??,St. Croix,Danish West Indies,
49549,Luanda,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
49550,Luanda,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
49670,Costa da Mina,Bight of Benin,,Bahia; port unspecified,Bahia,
49671,Princes Island,Bight of Biafra and Gulf of Guinea islands,,Bahia; port unspecified,Bahia,
49672,São Tomé,Bight of Biafra and Gulf of Guinea islands,,Bahia; port unspecified,Bahia,
49673,Badagry,Bight of Benin,,Bahia; port unspecified,Bahia,
48940,Cacheu,Senegambia and offshore Atlantic,,Pará,Amazonia,
48977,Luanda,West Central Africa and St. Helena,1760-05-04,Rio de Janeiro,Southeast Brazil,
48978,Benguela,West Central Africa and St. Helena,1760-04-30,Rio de Janeiro,Southeast Brazil,
48979,Luanda,West Central Africa and St. Helena,1760-04-12,Rio de Janeiro,Southeast Brazil,
48980,Luanda,West Central Africa and St. Helena,1760-02-29,Rio de Janeiro,Southeast Brazil,
48981,Benguela,West Central Africa and St. Helena,1760-02-29,Rio de Janeiro,Southeast Brazil,
37060,Africa.; port unspecified,Other Africa,1759-12-24,New York,New York,
28048,Africa.; port unspecified,Other Africa,,Philadelphia,Pennsylvania,
26018,Gambia,Senegambia and offshore Atlantic,1759-08-25,Charleston,South Carolina,1760-07-23
26019,Gambia,Senegambia and offshore Atlantic,1760-02-06,Charleston,South Carolina,
26020,Sierra Leone estuary,Sierra Leone,1759-10-02,Charleston,South Carolina,
26287,Africa.; port unspecified,Other Africa,,Patuxent,Maryland,
27090,Africa.; port unspecified,Other Africa,,Barbados; port unspecified,Barbados,
8212,Luanda,West Central Africa and St. Helena,1760-03-08,Rio de Janeiro,Southeast Brazil,
8213,Luanda,West Central Africa and St. Helena,1760-03-09,Rio de Janeiro,Southeast Brazil,
8214,Luanda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
8215,Luanda,West Central Africa and St. Helena,1760-03-24,Pernambuco; port unspecified,Pernambuco,
8216,Luanda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
17447,Cape Coast Castle,Gold Coast,1759-08-06,Jamaica; port unspecified,Jamaica,1760-06-27
17448,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1759-12-04,Saint John (Antigua),Antigua,1761-06-20
17449,Calabar,Bight of Biafra and Gulf of Guinea islands,1759-09-17,Jamaica; port unspecified,Jamaica,1760-11-03
17453,Bonny,Bight of Biafra and Gulf of Guinea islands,1759-10-20,Patuxent,Maryland,
17454,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1759-09-04,Jamaica; port unspecified,Jamaica,
17455,Windward Coast; port unspecified,Windward Coast,1759-08-11,Upper James River,Virginia,
17460,Africa.; port unspecified,Other Africa,1759-10-28,Charleston,South Carolina,
17465,Cape Coast Castle,Gold Coast,1759-09-17,Jamaica; port unspecified,Jamaica,1760-09-30
17467,Cabinda,West Central Africa and St. Helena,1759-10-27,Charleston,South Carolina,
17468,Bonny,Bight of Biafra and Gulf of Guinea islands,1759-11-15,Charleston,South Carolina,1760-11-25
17469,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1759-05-03,Jamaica; port unspecified,Jamaica,1760-06-25
17471,Africa.; port unspecified,Other Africa,1759-08-06,Jamaica; port unspecified,Jamaica,
17472,Bonny,Bight of Biafra and Gulf of Guinea islands,1759-05-18,St. Kitts; port unspecified,St. Kitts,1760-05-18
17477,Cape Coast Castle,Gold Coast,1760-06-13,Martinique; port unspecified,Martinique,
17480,Africa.; port unspecified,Other Africa,1760-06-25,Martinique; port unspecified,Martinique,
17484,Bonny,Bight of Biafra and Gulf of Guinea islands,1760-05-16,Martinique; port unspecified,Martinique,
17485,Benin,Bight of Benin,1760-10-09,,,
17487,Calabar,Bight of Biafra and Gulf of Guinea islands,1760-01-09,Jamaica; port unspecified,Jamaica,1761-03-17
17491,Africa.; port unspecified,Other Africa,1760-02-07,Basse-Terre,Guadaloupe,1761-04-17
17496,Bonny,Bight of Biafra and Gulf of Guinea islands,1760-03-01,Charleston,South Carolina,1761-04-02
17499,Africa.; port unspecified,Other Africa,1760-07-21,Martinique; port unspecified,Martinique,
19559,Cacheu,Senegambia and offshore Atlantic,1760-03-07,Maranhão,Amazonia,1761-02-20
19583,Cacheu,Senegambia and offshore Atlantic,1760-02-29,Maranhão,Amazonia,1760-08-26
19512,Bissau,Senegambia and offshore Atlantic,1760-03-07,Pará,Amazonia,1761-01-27
10822,Windward + Ivory + Gold + Benin,Other Africa,1759-??-??,Suriname,Dutch Guianas,1761-??-??
10893,Gold Coast; port unspecified,Gold Coast,1759-09-06,Suriname,Dutch Guianas,1760-??-??
10960,Malembo,West Central Africa and St. Helena,1759-06-20,Suriname,Dutch Guianas,1760-06-28
11021,Gold Coast; port unspecified,Gold Coast,1759-04-07,Suriname,Dutch Guianas,1760-??-??
11094,Africa.; port unspecified,Other Africa,1759-05-20,Suriname,Dutch Guianas,1760-07-15
10478,Malembo,West Central Africa and St. Helena,1759-06-15,Suriname,Dutch Guianas,1760-09-15
10511,Congo North,West Central Africa and St. Helena,1759-09-15,Suriname,Dutch Guianas,1760-10-15
25213,Africa.; port unspecified,Other Africa,,Upper James River,Virginia,
25214,Bance Island (Ben's Island),Sierra Leone,1760-03-26,Upper James River,Virginia,1761-05-21
25215,Windward Coast; port unspecified,Windward Coast,1760-01-12,Boston,Massachusetts,
25217,Africa.; port unspecified,Other Africa,1760-10-16,,,
25218,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1760-11-08,,,
25329,Africa.; port unspecified,Other Africa,1760-03-31,New York,New York,
25330,Africa.; port unspecified,Other Africa,1760-04-07,New York,New York,
25331,Africa.; port unspecified,Other Africa,1760-11-04,,,
25336,Africa.; port unspecified,Other Africa,,New York,New York,
25338,Gold Coast; port unspecified,Gold Coast,1760-02-04,New York,New York,
25343,Africa.; port unspecified,Other Africa,1760-02-18,,,
24030,Sierra Leone estuary,Sierra Leone,1760-01-03,Charleston,South Carolina,1761-04-28
24031,Gambia,Senegambia and offshore Atlantic,1760-01-15,Charleston,South Carolina,
24504,Sierra Leone estuary,Sierra Leone,1759-??-??,Jamaica; port unspecified,Jamaica,1760-08-??
24505,Africa.; port unspecified,Other Africa,1760-??-??,,,
24506,Gorée,Senegambia and offshore Atlantic,,,,
24507,Africa.; port unspecified,Other Africa,,St. Croix,Danish West Indies,
24508,Africa.; port unspecified,Other Africa,1760-01-??,Martinique; port unspecified,Martinique,
24509,Africa.; port unspecified,Other Africa,,Barbados; port unspecified,Barbados,
24512,Windward Coast; port unspecified,Windward Coast,1760-??-??,Basse-Terre,Guadaloupe,1760-12-??
24513,Africa.; port unspecified,Other Africa,,St. Croix,Danish West Indies,
24514,Bonny,Bight of Biafra and Gulf of Guinea islands,1760-??-??,,,
24515,Africa.; port unspecified,Other Africa,,Basse-Terre,Guadaloupe,
24516,Africa.; port unspecified,Other Africa,,Barbados; port unspecified,Barbados,
24517,Africa.; port unspecified,Other Africa,1759-09-10,St. Kitts; port unspecified,St. Kitts,1760-08-22
24518,Africa.; port unspecified,Other Africa,,Saint John (Antigua),Antigua,1761-09-09
24519,Africa.; port unspecified,Other Africa,1760-??-??,Jamaica; port unspecified,Jamaica,1761-04-17
24520,Africa.; port unspecified,Other Africa,1760-??-??,Jamaica; port unspecified,Jamaica,
24522,Africa.; port unspecified,Other Africa,1759-??-??,Jamaica; port unspecified,Jamaica,1761-07-??
24523,Saint-Louis,Senegambia and offshore Atlantic,,Jamaica; port unspecified,Jamaica,1761-06-20
90767,Cabinda,West Central Africa and St. Helena,1759-01-12,Londontowne,Maryland,1761-02-17
35177,Christiansborg,Gold Coast,1760-??-??,St. Croix,Danish West Indies,
35338,Africa.; port unspecified,Other Africa,,St. Croix,Danish West Indies,
35355,Christiansborg,Gold Coast,,St. Croix,Danish West Indies,
36237,Cape Coast Castle,Gold Coast,1760-??-??,St. Kitts; port unspecified,St. Kitts,
36238,Anomabu,Gold Coast,1760-??-??,Jamaica; port unspecified,Jamaica,
36239,Cape Coast Castle,Gold Coast,1760-??-??,Rhode Island; port unspecified,Rhode Island,
36240,Cape Coast Castle,Gold Coast,1760-??-??,Barbados; port unspecified,Barbados,
36241,Gold Coast; port unspecified,Gold Coast,1760-??-??,Rhode Island; port unspecified,Rhode Island,
36242,Sierra Leone; port unspecified,Sierra Leone,1760-??-??,Americas; port unspecified,Americas,
36243,Anomabu,Gold Coast,1761-??-??,French Caribbean; colony unspecified,Other French Caribbean,1761-10-03
36252,Africa.; port unspecified,Other Africa,1760-07-08,,,
36253,Africa.; port unspecified,Other Africa,1761-??-??,Americas; port unspecified,Americas,1762-05-18
36254,Sierra Leone estuary,Sierra Leone,1761-??-??,,,
36256,Anomabu,Gold Coast,1761-??-??,,,
41309,Costa da Mina,Bight of Benin,,Bahia; port unspecified,Bahia,
44005,Africa.; port unspecified,Other Africa,,Buenos Aires,Rio de la Plata,
50823,Bight of Benin; port unspecified,Bight of Benin,1759-08-22,Bahia; port unspecified,Bahia,
50824,Badagry,Bight of Benin,1759-09-??,Bahia; port unspecified,Bahia,
50826,Whydah,Bight of Benin,1759-11-??,Bahia; port unspecified,Bahia,
50831,Whydah,Bight of Benin,1760-01-25,Bahia; port unspecified,Bahia,
50832,Epe,Bight of Benin,1760-02-07,Bahia; port unspecified,Bahia,
50837,Whydah,Bight of Benin,1760-08-07,Bahia; port unspecified,Bahia,
50841,Badagry,Bight of Benin,1760-09-15,Bahia; port unspecified,Bahia,
