voyageid,mjbyptimp,majbyimp,date_dep,mjslptimp,mjselimp,date_end
42718,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1588-??-??,Cartagena,Spanish Circum-Caribbean,
42728,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1588-??-??,Cartagena,Spanish Circum-Caribbean,
42732,Cape Verde Islands,Senegambia and offshore Atlantic,1588-??-??,New Spain,Spanish Circum-Caribbean,
42793,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1588-??-??,Spanish Circum-Caribbean;unspecified,Spanish Circum-Caribbean,
42899,Cape Verde Islands,Senegambia and offshore Atlantic,,San Domingo (a) Santo Domingo,Hispaniola,
42972,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,,Jamaica; port unspecified,Jamaica,
42551,Africa.; port unspecified,Other Africa,1588-??-??,Margarita,Spanish Circum-Caribbean,
42583,Africa.; port unspecified,Other Africa,1588-??-??,Spanish Circum-Caribbean;unspecified,Spanish Circum-Caribbean,
42608,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1588-??-??,Margarita,Spanish Circum-Caribbean,
42621,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1588-??-??,Cartagena,Spanish Circum-Caribbean,
42627,Cape Verde Islands,Senegambia and offshore Atlantic,1588-??-??,Spanish Circum-Caribbean;unspecified,Spanish Circum-Caribbean,
29476,Luanda,West Central Africa and St. Helena,,,,
29576,Portuguese Guinea,Senegambia and offshore Atlantic,1587-11-22,Cartagena,Spanish Circum-Caribbean,
29577,Cape Verde Islands,Senegambia and offshore Atlantic,1588-02-??,San Domingo (a) Santo Domingo,Hispaniola,
28069,Cape Verde Islands,Senegambia and offshore Atlantic,1588-??-??,Cartagena,Spanish Circum-Caribbean,
28070,Portuguese Guinea,Senegambia and offshore Atlantic,,Cartagena,Spanish Circum-Caribbean,
28072,São Tomé,Bight of Biafra and Gulf of Guinea islands,1586-??-??,Cartagena,Spanish Circum-Caribbean,
28073,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1587-??-??,Cartagena,Spanish Circum-Caribbean,
28074,Portuguese Guinea,Senegambia and offshore Atlantic,,Cartagena,Spanish Circum-Caribbean,
28075,Portuguese Guinea,Senegambia and offshore Atlantic,,Cartagena,Spanish Circum-Caribbean,
28077,Portuguese Guinea,Senegambia and offshore Atlantic,1588-??-??,Cartagena,Spanish Circum-Caribbean,
29575,São Tomé,Bight of Biafra and Gulf of Guinea islands,1588-??-??,San Domingo (a) Santo Domingo,Hispaniola,
42762,Cape Verde Islands,Senegambia and offshore Atlantic,1589-??-??,Cartagena,Spanish Circum-Caribbean,
42786,Africa.; port unspecified,Other Africa,1589-??-??,Spanish Circum-Caribbean;unspecified,Spanish Circum-Caribbean,
42900,Africa.; port unspecified,Other Africa,,Ocoa,Hispaniola,
42554,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1589-??-??,Cartagena,Spanish Circum-Caribbean,
42567,Africa.; port unspecified,Other Africa,1589-??-??,Havana,Cuba,
29785,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1589-??-??,Cartagena,Spanish Circum-Caribbean,
29786,Africa.; port unspecified,Other Africa,1589-??-??,,,
29787,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1589-??-??,New Spain,Spanish Circum-Caribbean,
29788,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1588-??-??,Cartagena,Spanish Circum-Caribbean,
28078,Africa.; port unspecified,Other Africa,,Cartagena,Spanish Circum-Caribbean,
28080,Cape Verde Islands,Senegambia and offshore Atlantic,1589-??-??,Cape Verde Islands,Senegambia and offshore Atlantic,
28081,Portuguese Guinea,Senegambia and offshore Atlantic,,Cartagena,Spanish Circum-Caribbean,
28084,Portuguese Guinea,Senegambia and offshore Atlantic,,Cartagena,Spanish Circum-Caribbean,
28085,Portuguese Guinea,Senegambia and offshore Atlantic,1588-??-??,Cartagena,Spanish Circum-Caribbean,
28086,Portuguese Guinea,Senegambia and offshore Atlantic,1588-??-??,Cartagena,Spanish Circum-Caribbean,
28087,Cape Verde Islands,Senegambia and offshore Atlantic,1589-??-??,Cartagena,Spanish Circum-Caribbean,
28088,Portuguese Guinea,Senegambia and offshore Atlantic,1588-??-??,Cartagena,Spanish Circum-Caribbean,
28089,Cape Verde Islands,Senegambia and offshore Atlantic,1588-??-??,Cartagena,Spanish Circum-Caribbean,
42757,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1590-??-??,Cartagena,Spanish Circum-Caribbean,
42908,Africa.; port unspecified,Other Africa,,San Domingo (a) Santo Domingo,Hispaniola,
42909,Africa.; port unspecified,Other Africa,,San Domingo (a) Santo Domingo,Hispaniola,
42910,Africa.; port unspecified,Other Africa,,San Domingo (a) Santo Domingo,Hispaniola,
42971,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,,Cuba; port unspecified,Cuba,
42533,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1590-??-??,Spanish Circum-Caribbean;unspecified,Spanish Circum-Caribbean,
42582,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1590-??-??,Cartagena,Spanish Circum-Caribbean,
42626,Cape Verde Islands,Senegambia and offshore Atlantic,1590-??-??,Havana,Cuba,
28998,Portuguese Guinea,Senegambia and offshore Atlantic,,La Guaira,Spanish Circum-Caribbean,
28090,Portuguese Guinea,Senegambia and offshore Atlantic,1590-??-??,Cartagena,Spanish Circum-Caribbean,
28091,Portuguese Guinea,Senegambia and offshore Atlantic,,Cartagena,Spanish Circum-Caribbean,
28092,Portuguese Guinea,Senegambia and offshore Atlantic,1589-??-??,Cartagena,Spanish Circum-Caribbean,
28093,Portuguese Guinea,Senegambia and offshore Atlantic,,Cartagena,Spanish Circum-Caribbean,
28094,Cape Verde Islands,Senegambia and offshore Atlantic,1589-??-??,Cartagena,Spanish Circum-Caribbean,
28095,Portuguese Guinea,Senegambia and offshore Atlantic,1589-??-??,Cartagena,Spanish Circum-Caribbean,
28096,Portuguese Guinea,Senegambia and offshore Atlantic,1589-??-??,Cartagena,Spanish Circum-Caribbean,
42664,Cape Verde Islands,Senegambia and offshore Atlantic,1591-??-??,Spanish Circum-Caribbean;unspecified,Spanish Circum-Caribbean,
42665,Africa.; port unspecified,Other Africa,1591-??-??,,,
42666,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1591-??-??,Spanish Circum-Caribbean;unspecified,Spanish Circum-Caribbean,
42668,Africa.; port unspecified,Other Africa,1591-??-??,,,
42676,Africa.; port unspecified,Other Africa,1591-??-??,Cartagena,Spanish Circum-Caribbean,
42698,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1591-??-??,Cartagena,Spanish Circum-Caribbean,
42712,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1591-??-??,New Spain,Spanish Circum-Caribbean,
42729,Cape Verde Islands,Senegambia and offshore Atlantic,1591-??-??,Cartagena,Spanish Circum-Caribbean,
42733,Cape Verde Islands,Senegambia and offshore Atlantic,1591-??-??,Cartagena,Spanish Circum-Caribbean,
42753,Cape Verde Islands,Senegambia and offshore Atlantic,1591-??-??,Spanish Circum-Caribbean;unspecified,Spanish Circum-Caribbean,
42765,Cape Verde Islands,Senegambia and offshore Atlantic,1591-??-??,Spanish Circum-Caribbean;unspecified,Spanish Circum-Caribbean,
42515,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1591-??-??,Spanish Circum-Caribbean;unspecified,Spanish Circum-Caribbean,
42518,Cape Verde Islands,Senegambia and offshore Atlantic,1591-??-??,Spanish Circum-Caribbean;unspecified,Spanish Circum-Caribbean,
42550,Cape Verde Islands,Senegambia and offshore Atlantic,1591-??-??,Spanish Circum-Caribbean;unspecified,Spanish Circum-Caribbean,
42558,Cape Verde Islands,Senegambia and offshore Atlantic,1591-??-??,Spanish Circum-Caribbean;unspecified,Spanish Circum-Caribbean,
42587,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1591-??-??,Spanish Circum-Caribbean;unspecified,Spanish Circum-Caribbean,
42604,Cape Verde Islands,Senegambia and offshore Atlantic,1591-??-??,Spanish Circum-Caribbean;unspecified,Spanish Circum-Caribbean,
42619,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1591-??-??,Spanish Circum-Caribbean;unspecified,Spanish Circum-Caribbean,
42624,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1591-??-??,Spanish Circum-Caribbean;unspecified,Spanish Circum-Caribbean,
42628,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1591-??-??,Spanish Circum-Caribbean;unspecified,Spanish Circum-Caribbean,
42651,Africa.; port unspecified,Other Africa,1591-??-??,,,
28097,Portuguese Guinea,Senegambia and offshore Atlantic,1591-??-??,Cartagena,Spanish Circum-Caribbean,
28098,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1589-??-??,Cartagena,Spanish Circum-Caribbean,
28099,Africa.; port unspecified,Other Africa,,Cartagena,Spanish Circum-Caribbean,
42726,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1592-??-??,Cartagena,Spanish Circum-Caribbean,
41903,Cape Verde Islands,Senegambia and offshore Atlantic,,Veracruz,Spanish Circum-Caribbean,
41936,Portuguese Guinea,Senegambia and offshore Atlantic,,Puerto Rico; port unspecified,Puerto Rico,
42532,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1592-12-11,Lima,Peru,
42564,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1592-??-??,Cartagena,Spanish Circum-Caribbean,
29793,Luanda,West Central Africa and St. Helena,1592-01-30,Cartagena,Spanish Circum-Caribbean,
29794,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1592-12-01,Cartagena,Spanish Circum-Caribbean,
29795,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1592-05-25,New Spain,Spanish Circum-Caribbean,
29796,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1592-03-01,Spanish Americas; port unspecified,Spanish Americas,
29931,Portuguese Guinea,Senegambia and offshore Atlantic,,Puerto Rico; port unspecified,Puerto Rico,
5088,Cape Verde Islands,Senegambia and offshore Atlantic,,Veracruz,Spanish Circum-Caribbean,
42663,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1593-??-??,New Spain,Spanish Circum-Caribbean,
42667,Africa.; port unspecified,Other Africa,1593-??-??,,,
42682,Cape Verde Islands,Senegambia and offshore Atlantic,1593-??-??,Cartagena,Spanish Circum-Caribbean,
42711,Cape Verde Islands,Senegambia and offshore Atlantic,1593-??-??,Cartagena,Spanish Circum-Caribbean,
42725,Africa.; port unspecified,Other Africa,1593-??-??,,,
42739,Cape Verde Islands,Senegambia and offshore Atlantic,1593-??-??,Cartagena,Spanish Circum-Caribbean,
42763,Cape Verde Islands,Senegambia and offshore Atlantic,1593-??-??,,,
42779,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1593-??-??,Cartagena,Spanish Circum-Caribbean,
42785,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1593-??-??,,,
42911,Cape Verde Islands,Senegambia and offshore Atlantic,,Santa Marta,Spanish Circum-Caribbean,
42510,Cape Verde Islands,Senegambia and offshore Atlantic,1593-??-??,Cartagena,Spanish Circum-Caribbean,
42542,Africa.; port unspecified,Other Africa,1593-??-??,,,
42563,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1593-??-??,Spanish Circum-Caribbean;unspecified,Spanish Circum-Caribbean,
42576,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1593-??-??,Cartagena,Spanish Circum-Caribbean,
42581,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1593-??-??,Cartagena,Spanish Circum-Caribbean,
42617,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1593-??-??,Cartagena,Spanish Circum-Caribbean,
42625,Cape Verde Islands,Senegambia and offshore Atlantic,1593-??-??,Cartagena,Spanish Circum-Caribbean,
42646,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1593-??-??,Cartagena,Spanish Circum-Caribbean,
29789,Luanda,West Central Africa and St. Helena,1592-??-??,Cartagena,Spanish Circum-Caribbean,
29790,Portuguese Guinea,Senegambia and offshore Atlantic,1592-05-03,Cartagena,Spanish Circum-Caribbean,
29791,Portuguese Guinea,Senegambia and offshore Atlantic,1592-02-19,Cartagena,Spanish Circum-Caribbean,
29792,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1592-03-20,Cartagena,Spanish Circum-Caribbean,
29797,Portuguese Guinea,Senegambia and offshore Atlantic,1592-04-29,Cartagena,Spanish Circum-Caribbean,
29798,Portuguese Guinea,Senegambia and offshore Atlantic,1592-03-20,Cartagena,Spanish Circum-Caribbean,
28100,Portuguese Guinea,Senegambia and offshore Atlantic,1591-??-??,Cartagena,Spanish Circum-Caribbean,
28101,Portuguese Guinea,Senegambia and offshore Atlantic,1591-??-??,Cartagena,Spanish Circum-Caribbean,
28102,Cape Verde Islands,Senegambia and offshore Atlantic,1592-??-??,Cartagena,Spanish Circum-Caribbean,
28103,Cape Verde Islands,Senegambia and offshore Atlantic,1592-??-??,Cartagena,Spanish Circum-Caribbean,
28104,Portuguese Guinea,Senegambia and offshore Atlantic,,Cartagena,Spanish Circum-Caribbean,
28105,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1591-??-??,Santa Marta,Spanish Circum-Caribbean,
28106,Portuguese Guinea,Senegambia and offshore Atlantic,1592-??-??,Cartagena,Spanish Circum-Caribbean,
42672,Africa.; port unspecified,Other Africa,1594-??-??,Cartagena,Spanish Circum-Caribbean,
42700,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1594-??-??,Spanish Circum-Caribbean;unspecified,Spanish Circum-Caribbean,
42701,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1594-??-??,Spanish Circum-Caribbean;unspecified,Spanish Circum-Caribbean,
42719,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1594-??-??,New Spain,Spanish Circum-Caribbean,
42513,Africa.; port unspecified,Other Africa,1594-??-??,Spanish Circum-Caribbean;unspecified,Spanish Circum-Caribbean,
42577,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1594-??-??,Spanish Circum-Caribbean;unspecified,Spanish Circum-Caribbean,
42580,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1594-??-??,Cartagena,Spanish Circum-Caribbean,
42615,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1594-??-??,Cartagena,Spanish Circum-Caribbean,
42656,Africa.; port unspecified,Other Africa,1594-??-??,Spanish Circum-Caribbean;unspecified,Spanish Circum-Caribbean,
29799,Cape Verde Islands,Senegambia and offshore Atlantic,1593-11-15,Cartagena,Spanish Circum-Caribbean,
29998,Rio Grande,Senegambia and offshore Atlantic,,Puerto Rico; port unspecified,Puerto Rico,
28107,Cape Verde Islands,Senegambia and offshore Atlantic,1593-??-??,Cartagena,Spanish Circum-Caribbean,
28108,Cape Verde Islands,Senegambia and offshore Atlantic,1593-??-??,Cartagena,Spanish Circum-Caribbean,
28109,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1592-??-??,Cartagena,Spanish Circum-Caribbean,
28110,Cape Verde Islands,Senegambia and offshore Atlantic,,Cartagena,Spanish Circum-Caribbean,
28111,Portuguese Guinea,Senegambia and offshore Atlantic,,Cartagena,Spanish Circum-Caribbean,
28112,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1592-??-??,Cartagena,Spanish Circum-Caribbean,
28113,Portuguese Guinea,Senegambia and offshore Atlantic,1592-??-??,Cartagena,Spanish Circum-Caribbean,
28114,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1591-??-??,Cartagena,Spanish Circum-Caribbean,
42723,Africa.; port unspecified,Other Africa,1595-??-??,Cartagena,Spanish Circum-Caribbean,
42730,Africa.; port unspecified,Other Africa,1595-09-27,Cartagena,Spanish Circum-Caribbean,
42747,Africa.; port unspecified,Other Africa,1595-08-18,Veracruz,Spanish Circum-Caribbean,
42771,Cape Verde Islands,Senegambia and offshore Atlantic,1595-04-28,Veracruz,Spanish Circum-Caribbean,
42773,Cape Verde Islands,Senegambia and offshore Atlantic,1595-??-??,New Spain,Spanish Circum-Caribbean,
41924,Africa.; port unspecified,Other Africa,,Caracas,Spanish Circum-Caribbean,
41955,Luanda,West Central Africa and St. Helena,,La Guaira,Spanish Circum-Caribbean,
42514,Cape Verde Islands,Senegambia and offshore Atlantic,1595-09-06,San Domingo (a) Santo Domingo,Hispaniola,
